Record ID,AgencyType,State,Year,VictimAge,Weapon
332332,6000,Texas,1995,48,Knife
332335,6000,Texas,1995,0,Blunt Object
332336,6000,Texas,1995,28,Blunt Object
332340,6000,Texas,1995,40,Shotgun
332341,6000,Texas,1995,7,Blunt Object
332343,6000,Texas,1995,37,Knife
332346,6000,Texas,1995,2,Blunt Object
332350,6000,Texas,1995,50,Blunt Object
332352,6000,Texas,1995,25,Rifle
332360,6000,Texas,1995,35,Shotgun
332363,6000,Texas,1995,29,Rifle
332365,6000,Texas,1995,22,Knife
332367,6000,Texas,1995,29,Knife
332368,6000,Texas,1995,32,Blunt Object
332372,6000,Texas,1995,67,Blunt Object
332374,6000,Texas,1995,33,Shotgun
332377,6000,Texas,1995,31,Shotgun
332379,6000,Texas,1995,65,Blunt Object
332380,6000,Texas,1995,36,Blunt Object
332381,6000,Texas,1995,79,Blunt Object
332384,6000,Texas,1995,20,Shotgun
332385,6000,Texas,1995,37,Knife
332389,6000,Texas,1995,19,Rifle
332393,5000,Texas,1995,35,Knife
332394,5000,Texas,1995,62,Shotgun
332395,5000,Texas,1995,1,Blunt Object
332396,5000,Texas,1995,16,Shotgun
332398,5000,Texas,1995,51,Knife
332403,5000,Texas,1995,19,Knife
332404,5000,Texas,1995,40,Blunt Object
332406,5000,Texas,1995,43,Blunt Object
332409,5000,Texas,1995,56,Rifle
332412,5000,Texas,1995,45,Blunt Object
332416,5000,Texas,1995,17,Blunt Object
332424,6000,Texas,1995,51,Shotgun
332425,5000,Texas,1995,47,Blunt Object
332428,5000,Texas,1995,41,Shotgun
332430,6000,Texas,1995,32,Blunt Object
332432,5000,Texas,1995,31,Blunt Object
332433,6000,Texas,1995,37,Shotgun
332436,6000,Texas,1995,32,Shotgun
332437,6000,Texas,1995,45,Knife
332438,6000,Texas,1995,46,Blunt Object
332439,6000,Texas,1995,62,Knife
332440,5000,Texas,1995,37,Blunt Object
332442,6000,Texas,1995,4,Knife
332443,6000,Texas,1995,18,Rifle
332446,6000,Texas,1995,69,Knife
332447,6000,Texas,1995,19,Knife
332448,6000,Texas,1995,28,Knife
332450,6000,Texas,1995,21,Shotgun
332453,6000,Texas,1995,58,Blunt Object
332454,6000,Texas,1995,34,Rifle
332455,6000,Texas,1995,22,Shotgun
332458,6000,Texas,1995,20,Rifle
332460,5000,Texas,1995,41,Knife
332463,5000,Texas,1995,21,Knife
332465,5000,Texas,1995,18,Knife
332466,5000,Texas,1995,17,Knife
332467,5000,Texas,1995,32,Shotgun
332468,5000,Texas,1995,38,Shotgun
332469,5000,Texas,1995,42,Shotgun
332477,5000,Texas,1995,21,Knife
332481,5000,Texas,1995,35,Knife
332486,5000,Texas,1995,19,Knife
332488,6000,Texas,1995,26,Knife
332489,5000,Texas,1995,58,Blunt Object
332490,5000,Texas,1995,34,Knife
332491,5000,Texas,1995,31,Knife
332492,6000,Texas,1995,41,Rifle
332495,5000,Texas,1995,51,Blunt Object
332496,6000,Texas,1995,28,Knife
332497,6000,Texas,1995,59,Shotgun
332498,6000,Texas,1995,15,Knife
332500,5000,Texas,1995,31,Blunt Object
332503,5000,Texas,1995,40,Blunt Object
332506,5000,Texas,1995,17,Knife
332509,5000,Texas,1995,31,Knife
332511,5000,Texas,1995,34,Rifle
332515,5000,Texas,1995,32,Knife
332518,5000,Texas,1995,31,Blunt Object
332524,5000,Texas,1995,32,Knife
332526,5000,Texas,1995,29,Knife
332529,5000,Texas,1995,16,Knife
332533,6000,Texas,1995,40,Shotgun
332534,5000,Texas,1995,28,Shotgun
332539,5000,Texas,1995,52,Rifle
332543,5000,Texas,1995,84,Blunt Object
332544,5000,Texas,1995,21,Shotgun
332545,5000,Texas,1995,49,Knife
332546,5000,Texas,1995,22,Knife
332548,6000,Texas,1995,1,Blunt Object
332552,5000,Texas,1995,23,Knife
332553,5000,Texas,1995,24,Shotgun
332555,6000,Texas,1995,22,Shotgun
332559,5000,Texas,1995,50,Rifle
332562,5000,Texas,1995,60,Shotgun
332565,5000,Texas,1995,19,Rifle
332566,5000,Texas,1995,19,Knife
332568,5000,Texas,1995,0,Blunt Object
332570,5000,Texas,1995,37,Blunt Object
332576,5000,Texas,1995,32,Knife
332577,6000,Texas,1995,45,Blunt Object
332582,6000,Texas,1995,35,Knife
332583,6000,Texas,1995,15,Rifle
332587,5000,Texas,1995,26,Knife
332589,5000,Texas,1995,35,Knife
332592,5000,Texas,1995,37,Knife
332594,5000,Texas,1995,22,Shotgun
332596,5000,Texas,1995,14,Rifle
332597,5000,Texas,1995,40,Blunt Object
332598,5000,Texas,1995,23,Knife
332604,5000,Texas,1995,38,Knife
332609,5000,Texas,1995,19,Blunt Object
332610,6000,Texas,1995,56,Knife
332611,5000,Texas,1995,56,Knife
332612,6000,Texas,1995,26,Shotgun
332613,5000,Texas,1995,57,Knife
332614,6000,Texas,1995,42,Rifle
332615,6000,Texas,1995,99,Blunt Object
332618,6000,Texas,1995,18,Knife
332619,5000,Texas,1995,20,Knife
332620,5000,Texas,1995,10,Blunt Object
332622,5000,Texas,1995,42,Knife
332623,5000,Texas,1995,19,Knife
332624,5000,Texas,1995,32,Blunt Object
332628,6000,Texas,1995,22,Knife
332631,6000,Texas,1995,52,Shotgun
332632,6000,Texas,1995,52,Shotgun
332634,6000,Texas,1995,21,Rifle
332635,6000,Texas,1995,0,Blunt Object
332638,6000,Texas,1995,29,Shotgun
332642,6000,Texas,1995,41,Blunt Object
332643,6000,Texas,1995,30,Knife
332645,6000,Texas,1995,2,Blunt Object
332646,6000,Texas,1995,23,Rifle
332647,6000,Texas,1995,23,Rifle
332648,6000,Texas,1995,55,Blunt Object
332649,5000,Texas,1995,27,Knife
332650,5000,Texas,1995,29,Knife
332661,5000,Texas,1995,65,Knife
332663,5000,Texas,1995,41,Rifle
332666,5000,Texas,1995,32,Knife
332669,5000,Texas,1995,30,Blunt Object
332670,5000,Texas,1995,24,Knife
332671,5000,Texas,1995,45,Blunt Object
332672,5000,Texas,1995,16,Shotgun
332678,5000,Texas,1995,15,Knife
332683,5000,Texas,1995,18,Shotgun
332684,5000,Texas,1995,22,Knife
332686,5000,Texas,1995,31,Knife
332689,6000,Texas,1995,28,Blunt Object
332693,5000,Texas,1995,45,Shotgun
332695,5000,Texas,1995,26,Knife
332696,6000,Texas,1995,43,Rifle
332698,6000,Texas,1995,45,Blunt Object
332701,5000,Texas,1995,76,Blunt Object
332705,5000,Texas,1995,38,Knife
332706,5000,Texas,1995,28,Knife
332707,5000,Texas,1995,0,Blunt Object
332708,5000,Texas,1995,33,Knife
332709,5000,Texas,1995,36,Blunt Object
332710,5000,Texas,1995,44,Blunt Object
332712,5000,Texas,1995,48,Blunt Object
332713,5000,Texas,1995,26,Knife
332715,5000,Texas,1995,79,Blunt Object
332716,5000,Texas,1995,2,Blunt Object
332718,5000,Texas,1995,47,Knife
332720,6000,Texas,1995,33,Knife
332721,6000,Texas,1995,55,Blunt Object
332722,5000,Texas,1995,25,Knife
332724,6000,Texas,1995,43,Knife
332725,5000,Texas,1995,33,Knife
332726,5000,Texas,1995,32,Blunt Object
332729,6000,Texas,1995,47,Rifle
332732,6000,Texas,1995,22,Shotgun
332733,6000,Texas,1995,24,Shotgun
332734,6000,Texas,1995,68,Shotgun
332736,5000,Texas,1995,50,Knife
332737,5000,Texas,1995,42,Shotgun
332740,6000,Texas,1995,42,Blunt Object
332743,6000,Texas,1995,66,Blunt Object
332746,5000,Texas,1995,18,Knife
332747,5000,Texas,1995,23,Knife
332752,6000,Texas,1995,35,Rifle
332755,6000,Texas,1995,23,Knife
332759,6000,Texas,1995,35,Rifle
332761,5000,Texas,1995,32,Shotgun
332764,6000,Texas,1995,33,Knife
332769,5000,Texas,1995,32,Knife
332772,5000,Texas,1995,48,Knife
332774,5000,Texas,1995,36,Blunt Object
332776,5000,Texas,1995,32,Shotgun
332782,5000,Texas,1995,46,Shotgun
332798,5000,Texas,1995,33,Knife
332799,5000,Texas,1995,56,Blunt Object
332804,5000,Texas,1995,44,Shotgun
332806,5000,Texas,1995,43,Shotgun
332814,5000,Texas,1995,27,Knife
332818,5000,Texas,1995,48,Knife
332820,5000,Texas,1995,47,Shotgun
332822,5000,Texas,1995,20,Shotgun
332824,5000,Texas,1995,42,Shotgun
332825,5000,Texas,1995,19,Blunt Object
332828,5000,Texas,1995,50,Blunt Object
332829,5000,Texas,1995,39,Knife
332833,5000,Texas,1995,53,Knife
332834,5000,Texas,1995,31,Blunt Object
332835,5000,Texas,1995,32,Blunt Object
332837,5000,Texas,1995,20,Shotgun
332844,5000,Texas,1995,95,Blunt Object
332846,5000,Texas,1995,26,Rifle
332847,5000,Texas,1995,39,Knife
332857,5000,Texas,1995,41,Blunt Object
332862,5000,Texas,1995,38,Blunt Object
332865,5000,Texas,1995,63,Shotgun
332867,5000,Texas,1995,33,Knife
332870,5000,Texas,1995,40,Blunt Object
332871,5000,Texas,1995,47,Rifle
332872,5000,Texas,1995,16,Knife
332873,5000,Texas,1995,40,Shotgun
332874,5000,Texas,1995,27,Knife
332875,5000,Texas,1995,25,Rifle
332876,5000,Texas,1995,19,Rifle
332880,5000,Texas,1995,45,Blunt Object
332881,5000,Texas,1995,66,Shotgun
332884,5000,Texas,1995,32,Knife
332887,5000,Texas,1995,21,Rifle
332892,5000,Texas,1995,15,Shotgun
332894,5000,Texas,1995,43,Knife
332896,5000,Texas,1995,42,Blunt Object
332898,5000,Texas,1995,0,Blunt Object
332899,5000,Texas,1995,22,Shotgun
332900,5000,Texas,1995,35,Blunt Object
332901,5000,Texas,1995,16,Rifle
332902,5000,Texas,1995,29,Rifle
332903,6000,Texas,1995,2,Shotgun
332904,5000,Texas,1995,42,Knife
332905,6000,Texas,1995,30,Knife
332907,5000,Texas,1995,31,Shotgun
332910,6000,Texas,1995,22,Shotgun
332913,5000,Texas,1995,29,Shotgun
332916,5000,Texas,1995,25,Knife
332917,5000,Texas,1995,22,Knife
332918,5000,Texas,1995,17,Shotgun
332919,5000,Texas,1995,42,Knife
332922,6000,Texas,1995,31,Shotgun
332923,6000,Texas,1995,19,Blunt Object
332924,5000,Texas,1995,59,Knife
332925,5000,Texas,1995,18,Shotgun
332926,5000,Texas,1995,19,Knife
332927,5000,Texas,1995,77,Knife
332928,5000,Texas,1995,23,Shotgun
332931,6000,Texas,1995,27,Knife
332940,5000,Texas,1995,99,Knife
332949,5000,Texas,1995,38,Shotgun
332950,5000,Texas,1995,31,Rifle
332952,5000,Texas,1995,51,Rifle
332956,5000,Texas,1995,20,Shotgun
332961,5000,Texas,1995,24,Knife
332964,6000,Texas,1995,16,Blunt Object
332965,6000,Texas,1995,4,Blunt Object
332966,6000,Texas,1995,23,Blunt Object
332967,6000,Texas,1995,47,Blunt Object
332969,6000,Texas,1995,15,Blunt Object
332970,5000,Texas,1995,0,Blunt Object
332975,5000,Texas,1995,32,Shotgun
332979,5000,Texas,1995,24,Blunt Object
332983,5000,Texas,1995,23,Shotgun
332987,5000,Texas,1995,20,Shotgun
332988,5000,Texas,1995,15,Rifle
332989,5000,Texas,1995,70,Blunt Object
332990,5000,Texas,1995,2,Blunt Object
332995,5000,Texas,1995,29,Blunt Object
332997,5000,Texas,1995,24,Blunt Object
333002,5000,Texas,1995,15,Rifle
333004,5000,Texas,1995,25,Rifle
333016,5000,Texas,1995,37,Blunt Object
333018,5000,Texas,1995,41,Blunt Object
333026,5000,Texas,1995,17,Shotgun
333029,5000,Texas,1995,24,Blunt Object
333031,5000,Texas,1995,34,Knife
333038,5000,Texas,1995,24,Knife
333039,5000,Texas,1995,25,Knife
333040,5000,Texas,1995,21,Shotgun
333045,5000,Texas,1995,48,Rifle
333049,5000,Texas,1995,48,Blunt Object
333050,5000,Texas,1995,31,Shotgun
333051,5000,Texas,1995,39,Knife
333053,5000,Texas,1995,19,Blunt Object
333055,5000,Texas,1995,99,Knife
333061,5000,Texas,1995,16,Blunt Object
333063,5000,Texas,1995,23,Shotgun
333064,5000,Texas,1995,37,Knife
333065,5000,Texas,1995,2,Blunt Object
333069,5000,Texas,1995,19,Rifle
333071,5000,Texas,1995,52,Knife
333083,5000,Texas,1995,49,Shotgun
333084,5000,Texas,1995,16,Blunt Object
333085,5000,Texas,1995,57,Knife
333088,5000,Texas,1995,1,Blunt Object
333092,5000,Texas,1995,19,Rifle
333097,5000,Texas,1995,32,Knife
333098,5000,Texas,1995,18,Shotgun
333102,5000,Texas,1995,55,Blunt Object
333109,5000,Texas,1995,19,Shotgun
333113,5000,Texas,1995,65,Blunt Object
333116,5000,Texas,1995,27,Knife
333117,5000,Texas,1995,25,Rifle
333118,5000,Texas,1995,27,Rifle
333120,5000,Texas,1995,16,Knife
333121,5000,Texas,1995,22,Shotgun
333123,5000,Texas,1995,35,Blunt Object
333124,5000,Texas,1995,23,Shotgun
333125,5000,Texas,1995,16,Shotgun
333128,5000,Texas,1995,24,Shotgun
333137,5000,Texas,1995,55,Knife
333139,5000,Texas,1995,32,Shotgun
333143,5000,Texas,1995,68,Knife
333145,5000,Texas,1995,19,Shotgun
333160,5000,Texas,1995,21,Rifle
333162,5000,Texas,1995,31,Knife
333163,5000,Texas,1995,99,Knife
333175,5000,Texas,1995,19,Rifle
333176,5000,Texas,1995,16,Shotgun
333188,5000,Texas,1995,38,Rifle
333190,5000,Texas,1995,58,Knife
333195,5000,Texas,1995,25,Knife
333196,5000,Texas,1995,33,Knife
333199,5000,Texas,1995,87,Blunt Object
333200,5000,Texas,1995,23,Knife
333201,5000,Texas,1995,20,Shotgun
333208,5000,Texas,1995,33,Shotgun
333209,5000,Texas,1995,31,Blunt Object
333212,5000,Texas,1995,23,Knife
333219,5000,Texas,1995,23,Shotgun
333228,5000,Texas,1995,7,Knife
333230,5000,Texas,1995,65,Knife
333232,5000,Texas,1995,18,Knife
333234,5000,Texas,1995,19,Blunt Object
333238,5000,Texas,1995,27,Rifle
333239,5000,Texas,1995,23,Knife
333241,5000,Texas,1995,0,Blunt Object
333246,5000,Texas,1995,25,Shotgun
333249,5000,Texas,1995,32,Knife
333250,5000,Texas,1995,31,Knife
333252,5000,Texas,1995,12,Shotgun
333254,5000,Texas,1995,25,Shotgun
333255,5000,Texas,1995,31,Shotgun
333256,5000,Texas,1995,22,Knife
333257,5000,Texas,1995,28,Rifle
333258,5000,Texas,1995,16,Rifle
333259,5000,Texas,1995,1,Blunt Object
333262,5000,Texas,1995,36,Knife
333264,5000,Texas,1995,19,Knife
333268,5000,Texas,1995,5,Shotgun
333274,5000,Texas,1995,23,Knife
333275,5000,Texas,1995,54,Knife
333276,5000,Texas,1995,3,Knife
333285,5000,Texas,1995,42,Knife
333286,5000,Texas,1995,30,Shotgun
333290,5000,Texas,1995,21,Blunt Object
333291,5000,Texas,1995,30,Shotgun
333293,5000,Texas,1995,24,Knife
333296,5000,Texas,1995,42,Shotgun
333297,5000,Texas,1995,18,Knife
333299,5000,Texas,1995,24,Blunt Object
333300,5000,Texas,1995,1,Shotgun
333301,5000,Texas,1995,1,Blunt Object
333305,5000,Texas,1995,28,Knife
333313,5000,Texas,1995,19,Knife
333317,5000,Texas,1995,29,Shotgun
333320,5000,Texas,1995,2,Blunt Object
333321,5000,Texas,1995,17,Shotgun
333326,5000,Texas,1995,46,Knife
333341,5000,Texas,1995,26,Knife
333342,5000,Texas,1995,25,Blunt Object
333352,5000,Texas,1995,99,Blunt Object
333354,5000,Texas,1995,24,Shotgun
333357,5000,Texas,1995,41,Blunt Object
333360,5000,Texas,1995,20,Shotgun
333362,5000,Texas,1995,37,Shotgun
333365,5000,Texas,1995,24,Blunt Object
333367,5000,Texas,1995,21,Blunt Object
333374,5000,Texas,1995,99,Knife
333377,5000,Texas,1995,36,Knife
333378,5000,Texas,1995,46,Blunt Object
333379,5000,Texas,1995,23,Rifle
333386,5000,Texas,1995,19,Rifle
333394,5000,Texas,1995,40,Blunt Object
333399,5000,Texas,1995,40,Shotgun
333402,5000,Texas,1995,40,Shotgun
333404,5000,Texas,1995,32,Rifle
333407,5000,Texas,1995,41,Blunt Object
333410,5000,Texas,1995,36,Knife
333411,5000,Texas,1995,40,Blunt Object
333415,5000,Texas,1995,36,Shotgun
333422,5000,Texas,1995,31,Knife
333427,5000,Texas,1995,15,Shotgun
333436,5000,Texas,1995,16,Blunt Object
333437,5000,Texas,1995,31,Knife
333438,5000,Texas,1995,46,Rifle
333439,5000,Texas,1995,42,Knife
333441,5000,Texas,1995,43,Knife
333442,5000,Texas,1995,27,Knife
333443,5000,Texas,1995,23,Knife
333447,5000,Texas,1995,55,Blunt Object
333448,5000,Texas,1995,19,Rifle
333453,5000,Texas,1995,88,Blunt Object
333462,5000,Texas,1995,28,Shotgun
333465,5000,Texas,1995,27,Knife
333469,5000,Texas,1995,39,Blunt Object
333471,5000,Texas,1995,34,Knife
333475,5000,Texas,1995,48,Knife
333478,5000,Texas,1995,24,Knife
333481,5000,Texas,1995,37,Shotgun
333486,5000,Texas,1995,50,Blunt Object
333491,5000,Texas,1995,76,Knife
333492,5000,Texas,1995,22,Blunt Object
333493,5000,Texas,1995,32,Knife
333496,5000,Texas,1995,1,Knife
333498,5000,Texas,1995,29,Rifle
333502,5000,Texas,1995,36,Knife
333503,5000,Texas,1995,28,Knife
333506,5000,Texas,1995,30,Blunt Object
333508,5000,Texas,1995,65,Knife
333509,5000,Texas,1995,35,Blunt Object
333511,5000,Texas,1995,34,Knife
333512,5000,Texas,1995,36,Knife
333517,5000,Texas,1995,25,Rifle
333519,5000,Texas,1995,53,Knife
333520,5000,Texas,1995,36,Blunt Object
333521,5000,Texas,1995,18,Knife
333527,5000,Texas,1995,33,Shotgun
333531,5000,Texas,1995,19,Knife
333541,5000,Texas,1995,25,Blunt Object
333546,5000,Texas,1995,2,Blunt Object
333553,5000,Texas,1995,33,Rifle
333563,5000,Texas,1995,40,Blunt Object
333564,5000,Texas,1995,32,Blunt Object
333574,5000,Texas,1995,24,Rifle
333575,5000,Texas,1995,30,Shotgun
333577,5000,Texas,1995,26,Knife
333579,5000,Texas,1995,28,Knife
333580,5000,Texas,1995,34,Blunt Object
333585,5000,Texas,1995,0,Blunt Object
333587,5000,Texas,1995,19,Shotgun
333593,5000,Texas,1995,18,Rifle
333594,5000,Texas,1995,35,Blunt Object
333595,5000,Texas,1995,29,Knife
333597,5000,Texas,1995,99,Knife
333599,5000,Texas,1995,27,Knife
333613,5000,Texas,1995,2,Blunt Object
333615,5000,Texas,1995,58,Shotgun
333618,5000,Texas,1995,31,Knife
333626,5000,Texas,1995,20,Knife
333630,5000,Texas,1995,29,Knife
333637,5000,Texas,1995,40,Knife
333639,5000,Texas,1995,41,Knife
333646,5000,Texas,1995,58,Blunt Object
333648,5000,Texas,1995,37,Knife
333654,5000,Texas,1995,3,Knife
333658,5000,Texas,1995,18,Knife
333663,5000,Texas,1995,30,Blunt Object
333674,5000,Texas,1995,32,Blunt Object
333675,5000,Texas,1995,29,Knife
333678,5000,Texas,1995,99,Blunt Object
333684,5000,Texas,1995,27,Rifle
333695,5000,Texas,1995,25,Knife
333697,5000,Texas,1995,15,Shotgun
333699,5000,Texas,1995,9,Blunt Object
333704,5000,Texas,1995,50,Blunt Object
333706,5000,Texas,1995,32,Blunt Object
333715,5000,Texas,1995,29,Rifle
333719,5000,Texas,1995,30,Knife
333724,5000,Texas,1995,53,Blunt Object
333733,5000,Texas,1995,35,Shotgun
333734,5000,Texas,1995,38,Knife
333736,5000,Texas,1995,4,Blunt Object
344627,8000,Michigan,1996,79,Shotgun
344628,5000,Michigan,1996,0,Blunt Object
344630,6000,Michigan,1996,32,Knife
344631,6000,Michigan,1996,4,Shotgun
344633,5000,Michigan,1996,21,Blunt Object
344634,8000,Michigan,1996,26,Blunt Object
344638,5000,Michigan,1996,88,Blunt Object
344643,5000,Michigan,1996,2,Blunt Object
344644,5000,Michigan,1996,80,Blunt Object
344645,5000,Michigan,1996,18,Knife
344648,5000,Michigan,1996,23,Shotgun
344649,5000,Michigan,1996,7,Knife
344653,5000,Michigan,1996,41,Blunt Object
344656,5000,Michigan,1996,22,Knife
344661,5000,Michigan,1996,35,Knife
344662,5000,Michigan,1996,20,Shotgun
344663,5000,Michigan,1996,32,Knife
344665,5000,Michigan,1996,35,Shotgun
344671,5000,Michigan,1996,31,Blunt Object
344674,5000,Michigan,1996,54,Blunt Object
344675,5000,Michigan,1996,22,Shotgun
344676,5000,Michigan,1996,33,Blunt Object
344677,5000,Michigan,1996,42,Knife
344680,5000,Michigan,1996,4,Knife
344681,5000,Michigan,1996,37,Knife
344684,5000,Michigan,1996,45,Knife
344687,5000,Michigan,1996,83,Knife
344689,5000,Michigan,1996,68,Blunt Object
344691,5000,Michigan,1996,33,Rifle
344693,5000,Michigan,1996,1,Rifle
344696,5000,Michigan,1996,22,Shotgun
344698,5000,Michigan,1996,22,Knife
344700,6000,Michigan,1996,48,Knife
344701,5000,Michigan,1996,27,Shotgun
344702,5000,Michigan,1996,2,Blunt Object
344709,5000,Michigan,1996,17,Knife
344714,6000,Michigan,1996,18,Shotgun
344715,8000,Michigan,1996,37,Shotgun
344717,8000,Michigan,1996,29,Knife
344719,6000,Michigan,1996,2,Blunt Object
344722,5000,Michigan,1996,44,Knife
344724,5000,Michigan,1996,20,Blunt Object
344725,5000,Michigan,1996,27,Shotgun
344727,5000,Michigan,1996,32,Blunt Object
344734,5000,Michigan,1996,39,Knife
344735,6000,Michigan,1996,99,Blunt Object
344737,6000,Michigan,1996,37,Knife
344738,6000,Michigan,1996,32,Blunt Object
344741,5000,Michigan,1996,41,Shotgun
344742,5000,Michigan,1996,60,Rifle
344746,5000,Michigan,1996,36,Shotgun
344753,5000,Michigan,1996,30,Blunt Object
344758,5000,Michigan,1996,19,Knife
344759,5000,Michigan,1996,25,Knife
344760,5000,Michigan,1996,26,Knife
344761,5000,Michigan,1996,75,Blunt Object
344763,6000,Michigan,1996,71,Rifle
344764,6000,Michigan,1996,39,Knife
344765,5000,Michigan,1996,39,Knife
344774,5000,Michigan,1996,56,Rifle
344775,5000,Michigan,1996,32,Knife
344777,5000,Michigan,1996,85,Knife
344781,8000,Michigan,1996,54,Rifle
344782,5000,Michigan,1996,29,Blunt Object
344783,5000,Michigan,1996,1,Blunt Object
344787,5000,Michigan,1996,35,Rifle
344794,5000,Michigan,1996,34,Knife
344796,5000,Michigan,1996,51,Knife
344797,5000,Michigan,1996,43,Knife
344800,6000,Michigan,1996,42,Knife
344803,5000,Michigan,1996,50,Knife
344804,5000,Michigan,1996,37,Knife
344807,5000,Michigan,1996,67,Shotgun
344808,5000,Michigan,1996,80,Shotgun
344810,5000,Michigan,1996,1,Knife
344811,5000,Michigan,1996,42,Shotgun
344812,5000,Michigan,1996,29,Blunt Object
344813,5000,Michigan,1996,6,Shotgun
344814,5000,Michigan,1996,27,Shotgun
344815,5000,Michigan,1996,99,Blunt Object
344817,8000,Michigan,1996,14,Knife
344818,8000,Michigan,1996,34,Shotgun
344819,8000,Michigan,1996,21,Knife
344820,8000,Michigan,1996,37,Shotgun
344821,8000,Michigan,1996,32,Blunt Object
344825,5000,Michigan,1996,17,Knife
344826,5000,Michigan,1996,22,Shotgun
344837,5000,Michigan,1996,56,Blunt Object
344838,5000,Michigan,1996,38,Shotgun
344839,5000,Michigan,1996,42,Blunt Object
344840,5000,Michigan,1996,57,Blunt Object
344842,6000,Michigan,1996,4,Blunt Object
344843,8000,Michigan,1996,28,Shotgun
344847,8000,Michigan,1996,37,Knife
344848,8000,Michigan,1996,36,Shotgun
344849,8000,Michigan,1996,29,Shotgun
344850,8000,Michigan,1996,23,Shotgun
344851,8000,Michigan,1996,50,Blunt Object
344852,8000,Michigan,1996,33,Blunt Object
344857,5000,Michigan,1996,76,Knife
344859,5000,Michigan,1996,54,Knife
344860,5000,Michigan,1996,49,Knife
344870,5000,Michigan,1996,41,Blunt Object
344871,5000,Michigan,1996,41,Rifle
344874,5000,Michigan,1996,38,Rifle
344876,5000,Michigan,1996,15,Knife
344877,5000,Michigan,1996,17,Rifle
344878,5000,Michigan,1996,26,Blunt Object
344881,5000,Michigan,1996,35,Rifle
344883,5000,Michigan,1996,50,Rifle
344884,5000,Michigan,1996,35,Rifle
344886,5000,Michigan,1996,30,Blunt Object
344887,5000,Michigan,1996,23,Knife
344889,5000,Michigan,1996,4,Blunt Object
344891,5000,Michigan,1996,16,Knife
344892,5000,Michigan,1996,23,Rifle
344894,5000,Michigan,1996,24,Blunt Object
344903,5000,Michigan,1996,35,Rifle
344904,5000,Michigan,1996,16,Rifle
344910,5000,Michigan,1996,17,Rifle
344918,5000,Michigan,1996,22,Blunt Object
344929,5000,Michigan,1996,24,Rifle
344930,5000,Michigan,1996,23,Rifle
344934,5000,Michigan,1996,51,Rifle
344943,5000,Michigan,1996,28,Blunt Object
344948,5000,Michigan,1996,31,Knife
344949,5000,Michigan,1996,16,Blunt Object
344953,5000,Michigan,1996,35,Knife
344978,5000,Michigan,1996,0,Blunt Object
344979,5000,Michigan,1996,26,Blunt Object
344985,5000,Michigan,1996,29,Knife
344986,5000,Michigan,1996,26,Rifle
344988,5000,Michigan,1996,28,Knife
344989,5000,Michigan,1996,22,Knife
345001,5000,Michigan,1996,28,Shotgun
345011,5000,Michigan,1996,21,Rifle
345012,5000,Michigan,1996,48,Knife
345013,5000,Michigan,1996,25,Rifle
345015,5000,Michigan,1996,31,Blunt Object
345017,5000,Michigan,1996,19,Rifle
345020,5000,Michigan,1996,43,Knife
345022,5000,Michigan,1996,18,Rifle
345025,5000,Michigan,1996,44,Blunt Object
345028,5000,Michigan,1996,23,Shotgun
345038,5000,Michigan,1996,28,Knife
345039,5000,Michigan,1996,34,Knife
345043,5000,Michigan,1996,61,Knife
345044,5000,Michigan,1996,73,Knife
345050,5000,Michigan,1996,33,Rifle
345061,5000,Michigan,1996,21,Blunt Object
345066,5000,Michigan,1996,19,Shotgun
345068,5000,Michigan,1996,26,Blunt Object
345073,5000,Michigan,1996,47,Blunt Object
345076,5000,Michigan,1996,19,Rifle
345077,5000,Michigan,1996,47,Rifle
345078,5000,Michigan,1996,1,Blunt Object
345084,5000,Michigan,1996,65,Knife
345088,5000,Michigan,1996,28,Shotgun
345090,5000,Michigan,1996,33,Knife
345092,5000,Michigan,1996,28,Blunt Object
345093,5000,Michigan,1996,32,Blunt Object
345095,5000,Michigan,1996,65,Knife
345097,5000,Michigan,1996,39,Knife
345110,5000,Michigan,1996,21,Rifle
345111,5000,Michigan,1996,30,Blunt Object
345116,5000,Michigan,1996,16,Rifle
345122,5000,Michigan,1996,20,Knife
345135,5000,Michigan,1996,87,Blunt Object
345137,5000,Michigan,1996,43,Knife
345138,5000,Michigan,1996,37,Knife
345142,5000,Michigan,1996,40,Knife
345154,5000,Michigan,1996,33,Knife
345157,5000,Michigan,1996,31,Knife
345167,5000,Michigan,1996,16,Knife
345168,5000,Michigan,1996,18,Shotgun
345169,5000,Michigan,1996,21,Knife
345171,5000,Michigan,1996,43,Knife
345176,5000,Michigan,1996,20,Rifle
345178,5000,Michigan,1996,15,Blunt Object
345181,5000,Michigan,1996,22,Shotgun
345188,5000,Michigan,1996,41,Knife
345194,5000,Michigan,1996,71,Blunt Object
345195,5000,Michigan,1996,48,Knife
345199,5000,Michigan,1996,81,Knife
345208,5000,Michigan,1996,26,Knife
345209,5000,Michigan,1996,40,Knife
345210,5000,Michigan,1996,58,Rifle
345211,5000,Michigan,1996,51,Rifle
345213,5000,Michigan,1996,42,Blunt Object
345219,5000,Michigan,1996,50,Knife
345221,5000,Michigan,1996,35,Blunt Object
345231,5000,Michigan,1996,21,Rifle
345233,5000,Michigan,1996,68,Blunt Object
345234,5000,Michigan,1996,30,Shotgun
345235,5000,Michigan,1996,23,Rifle
345241,5000,Michigan,1996,48,Knife
