,Record ID,AgencyType,State,Year,VictimAge,Weapon
12732,412646,5000,New York,2000,58,Blunt Object
12733,412649,5000,New York,2000,52,Blunt Object
12734,412651,5000,New York,2000,43,Blunt Object
12735,412655,5000,New York,2000,26,Knife
12736,412656,5000,New York,2000,21,Knife
12737,412672,5000,New York,2000,2,Blunt Object
12738,412673,5000,New York,2000,31,Knife
12739,412675,5000,New York,2000,38,Blunt Object
12740,412676,5000,New York,2000,39,Knife
12741,412678,5000,New York,2000,27,Knife
12742,412679,5000,New York,2000,20,Blunt Object
12743,412681,5000,New York,2000,3,Blunt Object
12744,412684,5000,New York,2000,44,Knife
12745,412690,5000,New York,2000,60,Blunt Object
12746,412692,5000,New York,2000,18,Blunt Object
12747,412694,5000,New York,2000,41,Knife
12748,412695,5000,New York,2000,30,Knife
12749,412700,5000,New York,2000,19,Knife
12750,412703,5000,New York,2000,22,Blunt Object
12751,412706,5000,New York,2000,65,Blunt Object
12752,412714,5000,New York,2000,36,Knife
12753,412718,5000,New York,2000,1,Blunt Object
12754,412722,5000,New York,2000,49,Knife
12755,412725,5000,New York,2000,45,Knife
12756,412726,5000,New York,2000,36,Knife
12757,412728,5000,New York,2000,28,Blunt Object
12758,412730,5000,New York,2000,47,Blunt Object
12759,412732,5000,New York,2000,99,Knife
12760,412739,5000,New York,2000,41,Blunt Object
12761,412740,5000,New York,2000,37,Shotgun
12762,412741,5000,New York,2000,50,Blunt Object
12763,412742,5000,New York,2000,16,Knife
12764,412745,5000,New York,2000,19,Rifle
12765,412749,5000,New York,2000,21,Blunt Object
12766,412751,6000,New York,2000,36,Shotgun
12767,412752,5000,New York,2000,17,Shotgun
12768,412754,5000,New York,2000,35,Shotgun
12769,412756,5000,New York,2000,25,Shotgun
12770,412757,5000,New York,2000,2,Blunt Object
12771,412762,5000,New York,2000,20,Blunt Object
12772,412766,5000,New York,2000,23,Knife
12773,412767,5000,New York,2000,1,Blunt Object
12774,412770,5000,New York,2000,22,Rifle
12775,412771,5000,New York,2000,57,Blunt Object
12776,412772,5000,New York,2000,36,Knife
12777,412774,5000,New York,2000,40,Blunt Object
12778,412776,5000,New York,2000,22,Blunt Object
12779,412777,5000,New York,2000,57,Blunt Object
12780,412778,5000,New York,2000,59,Blunt Object
12781,412779,5000,New York,2000,42,Blunt Object
12782,412780,5000,New York,2000,45,Blunt Object
12783,412781,5000,New York,2000,2,Blunt Object
12784,412784,5000,New York,2000,39,Knife
12785,412785,5000,New York,2000,39,Blunt Object
12786,412786,5000,New York,2000,15,Blunt Object
12787,412788,5000,New York,2000,77,Blunt Object
12788,412789,5000,New York,2000,44,Blunt Object
12789,412790,6000,New York,2000,21,Knife
12790,412791,6000,New York,2000,25,Knife
12791,412793,5000,New York,2000,30,Knife
12792,412801,5000,New York,2000,30,Knife
12793,412805,5000,New York,2000,30,Knife
12794,412807,5000,New York,2000,4,Knife
12795,412808,5000,New York,2000,7,Knife
12796,412810,5000,New York,2000,19,Knife
12797,412811,5000,New York,2000,27,Shotgun
12798,412812,5000,New York,2000,0,Blunt Object
12799,412813,5000,New York,2000,33,Blunt Object
12800,412815,5000,New York,2000,37,Knife
12801,412817,5000,New York,2000,28,Knife
12802,412820,5000,New York,2000,19,Blunt Object
12803,412823,5000,New York,2000,34,Shotgun
12804,412824,5000,New York,2000,33,Shotgun
12805,412825,5000,New York,2000,32,Shotgun
12806,412826,6000,New York,2000,85,Blunt Object
12807,412827,6000,New York,2000,22,Knife
12808,412828,8000,New York,2000,39,Rifle
12809,412829,8000,New York,2000,55,Knife
12810,412830,8000,New York,2000,44,Shotgun
12811,412831,8000,New York,2000,43,Rifle
12812,412833,8000,New York,2000,22,Shotgun
12813,412835,8000,New York,2000,43,Knife
12814,412836,8000,New York,2000,53,Blunt Object
12815,412838,8000,New York,2000,40,Blunt Object
12816,412841,8000,New York,2000,30,Blunt Object
12817,412845,8000,New York,2000,88,Blunt Object
12818,412847,8000,New York,2000,44,Shotgun
12819,412849,8000,New York,2000,52,Rifle
12820,412850,8000,New York,2000,45,Blunt Object
12821,412851,8000,New York,2000,35,Rifle
12822,412852,8000,New York,2000,20,Rifle
12823,412853,8000,New York,2000,0,Blunt Object
12824,412856,8000,New York,2000,27,Blunt Object
12825,412857,8000,New York,2000,27,Blunt Object
12826,413503,8000,Pennsylvania,2000,26,Rifle
12827,413516,5000,Pennsylvania,2000,60,Knife
12828,413524,5000,Pennsylvania,2000,42,Knife
12829,413526,5000,Pennsylvania,2000,20,Blunt Object
12830,413532,5000,Pennsylvania,2000,68,Blunt Object
12831,413540,5000,Pennsylvania,2000,43,Knife
12832,413547,5000,Pennsylvania,2000,81,Blunt Object
12833,413548,5000,Pennsylvania,2000,63,Knife
12834,413552,5000,Pennsylvania,2000,39,Blunt Object
12835,413553,5000,Pennsylvania,2000,20,Knife
12836,413554,5000,Pennsylvania,2000,8,Blunt Object
12837,413565,5000,Pennsylvania,2000,43,Knife
12838,413566,8000,Pennsylvania,2000,34,Shotgun
12839,413570,5000,Pennsylvania,2000,42,Knife
12840,413571,5000,Pennsylvania,2000,33,Knife
12841,413573,8000,Pennsylvania,2000,37,Rifle
12842,413576,8000,Pennsylvania,2000,54,Blunt Object
12843,413578,8000,Pennsylvania,2000,45,Rifle
12844,413579,5000,Pennsylvania,2000,28,Blunt Object
12845,413580,5000,Pennsylvania,2000,38,Knife
12846,413581,5000,Pennsylvania,2000,4,Blunt Object
12847,413586,5000,Pennsylvania,2000,25,Knife
12848,413588,8000,Pennsylvania,2000,36,Rifle
12849,413589,5000,Pennsylvania,2000,13,Shotgun
12850,413591,8000,Pennsylvania,2000,23,Shotgun
12851,413598,5000,Pennsylvania,2000,23,Knife
12852,413599,5000,Pennsylvania,2000,38,Knife
12853,413605,8000,Pennsylvania,2000,1,Knife
12854,413608,5000,Pennsylvania,2000,2,Blunt Object
12855,413611,5000,Pennsylvania,2000,49,Knife
12856,413614,5000,Pennsylvania,2000,20,Blunt Object
12857,413618,5000,Pennsylvania,2000,60,Blunt Object
12858,413625,5000,Pennsylvania,2000,3,Blunt Object
12859,413626,5000,Pennsylvania,2000,43,Blunt Object
12860,413628,5000,Pennsylvania,2000,21,Knife
12861,413632,5000,Pennsylvania,2000,24,Knife
12862,413633,5000,Pennsylvania,2000,32,Knife
12863,413634,5000,Pennsylvania,2000,31,Knife
12864,413635,5000,Pennsylvania,2000,51,Blunt Object
12865,413637,5000,Pennsylvania,2000,26,Blunt Object
12866,413638,5000,Pennsylvania,2000,19,Knife
12867,413646,8000,Pennsylvania,2000,29,Rifle
12868,413647,8000,Pennsylvania,2000,0,Blunt Object
12869,413652,5000,Pennsylvania,2000,18,Blunt Object
12870,413653,8000,Pennsylvania,2000,18,Blunt Object
12871,413658,5000,Pennsylvania,2000,20,Blunt Object
12872,413659,5000,Pennsylvania,2000,41,Knife
12873,413670,8000,Pennsylvania,2000,12,Knife
12874,413671,5000,Pennsylvania,2000,49,Rifle
12875,413674,8000,Pennsylvania,2000,23,Blunt Object
12876,413675,8000,Pennsylvania,2000,29,Blunt Object
12877,413676,5000,Pennsylvania,2000,1,Blunt Object
12878,413689,8000,Pennsylvania,2000,29,Rifle
12879,413690,5000,Pennsylvania,2000,47,Blunt Object
12880,413692,8000,Pennsylvania,2000,2,Blunt Object
12881,413694,8000,Pennsylvania,2000,19,Blunt Object
12882,413698,5000,Pennsylvania,2000,63,Blunt Object
12883,413701,5000,Pennsylvania,2000,21,Blunt Object
12884,413708,5000,Pennsylvania,2000,71,Knife
12885,413712,8000,Pennsylvania,2000,0,Blunt Object
12886,413713,5000,Pennsylvania,2000,0,Blunt Object
12887,413716,8000,Pennsylvania,2000,57,Blunt Object
12888,413719,8000,Pennsylvania,2000,30,Blunt Object
12889,413721,5000,Pennsylvania,2000,51,Blunt Object
12890,413726,6000,Pennsylvania,2000,47,Shotgun
12891,413728,8000,Pennsylvania,2000,49,Rifle
12892,413730,5000,Pennsylvania,2000,37,Knife
12893,413738,5000,Pennsylvania,2000,64,Knife
12894,413757,5000,Pennsylvania,2000,41,Knife
12895,413761,5000,Pennsylvania,2000,40,Knife
12896,413768,5000,Pennsylvania,2000,5,Blunt Object
12897,413773,5000,Pennsylvania,2000,23,Knife
12898,413780,5000,Pennsylvania,2000,13,Rifle
12899,413781,5000,Pennsylvania,2000,2,Blunt Object
12900,413791,5000,Pennsylvania,2000,56,Knife
12901,413794,5000,Pennsylvania,2000,35,Knife
12902,413797,5000,Pennsylvania,2000,20,Knife
12903,413799,5000,Pennsylvania,2000,44,Blunt Object
12904,413804,5000,Pennsylvania,2000,22,Knife
12905,413823,5000,Pennsylvania,2000,31,Knife
12906,413824,5000,Pennsylvania,2000,25,Rifle
12907,413848,5000,Pennsylvania,2000,39,Blunt Object
12908,413851,5000,Pennsylvania,2000,2,Blunt Object
12909,413855,5000,Pennsylvania,2000,41,Knife
12910,413857,5000,Pennsylvania,2000,28,Blunt Object
12911,413858,5000,Pennsylvania,2000,65,Knife
12912,413876,5000,Pennsylvania,2000,19,Shotgun
12913,413883,5000,Pennsylvania,2000,0,Blunt Object
12914,413887,5000,Pennsylvania,2000,40,Knife
12915,413897,5000,Pennsylvania,2000,36,Blunt Object
12916,413901,5000,Pennsylvania,2000,21,Knife
12917,413905,5000,Pennsylvania,2000,21,Shotgun
12918,413920,5000,Pennsylvania,2000,35,Knife
12919,413925,5000,Pennsylvania,2000,27,Blunt Object
12920,413934,5000,Pennsylvania,2000,50,Blunt Object
12921,413935,5000,Pennsylvania,2000,5,Blunt Object
12922,413937,5000,Pennsylvania,2000,68,Blunt Object
12923,413938,5000,Pennsylvania,2000,30,Knife
12924,413943,5000,Pennsylvania,2000,36,Rifle
12925,413947,5000,Pennsylvania,2000,39,Knife
12926,413949,5000,Pennsylvania,2000,38,Knife
12927,413952,5000,Pennsylvania,2000,33,Knife
12928,413953,5000,Pennsylvania,2000,39,Blunt Object
12929,413959,5000,Pennsylvania,2000,17,Knife
12930,413984,5000,Pennsylvania,2000,46,Knife
12931,413988,5000,Pennsylvania,2000,31,Blunt Object
12932,413989,5000,Pennsylvania,2000,59,Knife
12933,413991,5000,Pennsylvania,2000,32,Knife
12934,414006,5000,Pennsylvania,2000,24,Knife
12935,414009,5000,Pennsylvania,2000,0,Blunt Object
12936,414018,5000,Pennsylvania,2000,88,Blunt Object
12937,414022,5000,Pennsylvania,2000,50,Blunt Object
12938,414031,5000,Pennsylvania,2000,18,Knife
12939,414046,5000,Pennsylvania,2000,29,Blunt Object
12940,414052,5000,Pennsylvania,2000,1,Blunt Object
12941,414053,5000,Pennsylvania,2000,25,Knife
12942,414056,5000,Pennsylvania,2000,1,Blunt Object
12943,414059,5000,Pennsylvania,2000,35,Knife
12944,414065,5000,Pennsylvania,2000,50,Rifle
12945,414073,5000,Pennsylvania,2000,73,Blunt Object
12946,414076,5000,Pennsylvania,2000,31,Knife
12947,414077,5000,Pennsylvania,2000,72,Blunt Object
12948,414082,5000,Pennsylvania,2000,39,Blunt Object
12949,414094,5000,Pennsylvania,2000,44,Knife
12950,414095,5000,Pennsylvania,2000,11,Blunt Object
12951,414100,5000,Pennsylvania,2000,56,Blunt Object
12952,414883,6000,Texas,2000,30,Rifle
12953,414884,5000,Texas,2000,84,Blunt Object
12954,414886,6000,Texas,2000,18,Shotgun
12955,414887,5000,Texas,2000,26,Knife
12956,414888,6000,Texas,2000,20,Shotgun
12957,414890,6000,Texas,2000,22,Shotgun
12958,414891,5000,Texas,2000,22,Knife
12959,414892,5000,Texas,2000,22,Knife
12960,414893,6000,Texas,2000,72,Shotgun
12961,414894,6000,Texas,2000,36,Knife
12962,414895,5000,Texas,2000,21,Blunt Object
12963,414896,5000,Texas,2000,20,Blunt Object
12964,414897,5000,Texas,2000,37,Knife
12965,414898,5000,Texas,2000,49,Blunt Object
12966,414899,5000,Texas,2000,61,Blunt Object
12967,414900,5000,Texas,2000,3,Blunt Object
12968,414904,5000,Texas,2000,0,Blunt Object
12969,414905,5000,Texas,2000,0,Blunt Object
12970,414909,6000,Texas,2000,19,Knife
12971,414911,6000,Texas,2000,43,Blunt Object
12972,414913,6000,Texas,2000,21,Knife
12973,414921,6000,Texas,2000,19,Blunt Object
12974,414922,6000,Texas,2000,3,Blunt Object
12975,414924,5000,Texas,2000,51,Blunt Object
12976,414926,5000,Texas,2000,47,Blunt Object
12977,414928,6000,Texas,2000,26,Blunt Object
12978,414929,6000,Texas,2000,26,Blunt Object
12979,414930,6000,Texas,2000,64,Shotgun
12980,414932,5000,Texas,2000,34,Knife
12981,414936,5000,Texas,2000,20,Knife
12982,414937,5000,Texas,2000,17,Knife
12983,414938,5000,Texas,2000,21,Blunt Object
12984,414942,6000,Texas,2000,23,Knife
12985,414947,6000,Texas,2000,22,Blunt Object
12986,414950,5000,Texas,2000,12,Knife
12987,414951,5000,Texas,2000,57,Knife
12988,414953,5000,Texas,2000,26,Knife
12989,414954,5000,Texas,2000,79,Blunt Object
12990,414955,5000,Texas,2000,44,Knife
12991,414960,5000,Texas,2000,62,Blunt Object
12992,414962,5000,Texas,2000,1,Blunt Object
12993,414963,6000,Texas,2000,19,Blunt Object
12994,414965,6000,Texas,2000,20,Shotgun
12995,414966,6000,Texas,2000,38,Blunt Object
12996,414967,6000,Texas,2000,48,Knife
12997,414968,5000,Texas,2000,39,Knife
12998,414969,5000,Texas,2000,33,Knife
12999,414974,5000,Texas,2000,24,Shotgun
13000,414975,5000,Texas,2000,19,Blunt Object
13001,414976,6000,Texas,2000,40,Shotgun
13002,414977,6000,Texas,2000,38,Shotgun
13003,414979,6000,Texas,2000,51,Blunt Object
13004,414981,5000,Texas,2000,43,Knife
13005,414985,5000,Texas,2000,30,Blunt Object
13006,414986,5000,Texas,2000,40,Knife
13007,414988,5000,Texas,2000,29,Blunt Object
13008,414992,5000,Texas,2000,73,Shotgun
13009,414995,5000,Texas,2000,34,Knife
13010,414997,5000,Texas,2000,17,Shotgun
13011,414998,5000,Texas,2000,44,Knife
13012,414999,5000,Texas,2000,36,Blunt Object
13013,415000,5000,Texas,2000,56,Knife
13014,415001,5000,Texas,2000,31,Blunt Object
13015,415003,5000,Texas,2000,63,Knife
13016,415012,5000,Texas,2000,3,Blunt Object
13017,415014,5000,Texas,2000,0,Blunt Object
13018,415015,5000,Texas,2000,48,Blunt Object
13019,415018,6000,Texas,2000,60,Blunt Object
13020,415019,6000,Texas,2000,20,Blunt Object
13021,415020,6000,Texas,2000,2,Blunt Object
13022,415023,5000,Texas,2000,19,Knife
13023,415024,5000,Texas,2000,29,Knife
13024,415029,5000,Texas,2000,49,Blunt Object
13025,415032,5000,Texas,2000,37,Blunt Object
13026,415033,5000,Texas,2000,47,Blunt Object
13027,415034,6000,Texas,2000,41,Knife
13028,415035,6000,Texas,2000,61,Rifle
13029,415036,6000,Texas,2000,39,Knife
13030,415041,5000,Texas,2000,23,Knife
13031,415042,5000,Texas,2000,2,Blunt Object
13032,415057,5000,Texas,2000,21,Shotgun
13033,415058,5000,Texas,2000,74,Blunt Object
13034,415060,5000,Texas,2000,58,Knife
13035,415061,5000,Texas,2000,0,Blunt Object
13036,415062,5000,Texas,2000,41,Knife
13037,415063,6000,Texas,2000,80,Knife
13038,415064,6000,Texas,2000,60,Shotgun
13039,415065,6000,Texas,2000,53,Rifle
13040,415066,6000,Texas,2000,27,Rifle
13041,415067,6000,Texas,2000,2,Blunt Object
13042,415068,6000,Texas,2000,49,Knife
13043,415070,6000,Texas,2000,55,Rifle
13044,415071,6000,Texas,2000,23,Blunt Object
13045,415072,6000,Texas,2000,33,Rifle
13046,415079,5000,Texas,2000,28,Blunt Object
13047,415080,6000,Texas,2000,99,Knife
13048,415082,6000,Texas,2000,56,Blunt Object
13049,415083,6000,Texas,2000,15,Shotgun
13050,415085,5000,Texas,2000,11,Shotgun
13051,415086,5000,Texas,2000,90,Blunt Object
13052,415089,5000,Texas,2000,85,Blunt Object
13053,415090,5000,Texas,2000,72,Blunt Object
13054,415093,5000,Texas,2000,22,Blunt Object
13055,415094,5000,Texas,2000,46,Shotgun
13056,415095,5000,Texas,2000,24,Blunt Object
13057,415098,5000,Texas,2000,76,Rifle
13058,415101,6000,Texas,2000,19,Rifle
13059,415102,5000,Texas,2000,44,Blunt Object
13060,415104,5000,Texas,2000,0,Blunt Object
13061,415106,6000,Texas,2000,78,Knife
13062,415107,5000,Texas,2000,49,Knife
13063,415110,6000,Texas,2000,56,Shotgun
13064,415111,5000,Texas,2000,31,Rifle
13065,415112,5000,Texas,2000,71,Knife
13066,415113,5000,Texas,2000,19,Blunt Object
13067,415114,5000,Texas,2000,28,Shotgun
13068,415119,5000,Texas,2000,28,Rifle
13069,415120,5000,Texas,2000,42,Knife
13070,415123,5000,Texas,2000,3,Blunt Object
13071,415129,6000,Texas,2000,18,Knife
13072,415130,5000,Texas,2000,16,Knife
13073,415131,6000,Texas,2000,72,Knife
13074,415133,5000,Texas,2000,44,Blunt Object
13075,415134,6000,Texas,2000,48,Blunt Object
13076,415135,6000,Texas,2000,43,Blunt Object
13077,415136,6000,Texas,2000,23,Shotgun
13078,415137,6000,Texas,2000,19,Rifle
13079,415141,6000,Texas,2000,34,Knife
13080,415146,6000,Texas,2000,30,Knife
13081,415148,6000,Texas,2000,36,Blunt Object
13082,415149,6000,Texas,2000,1,Blunt Object
13083,415153,6000,Texas,2000,64,Blunt Object
13084,415154,6000,Texas,2000,39,Blunt Object
13085,415155,6000,Texas,2000,14,Rifle
13086,415157,6000,Texas,2000,36,Blunt Object
13087,415158,6000,Texas,2000,2,Blunt Object
13088,415159,6000,Texas,2000,99,Blunt Object
13089,415161,6000,Texas,2000,42,Blunt Object
13090,415166,6000,Texas,2000,29,Rifle
13091,415168,6000,Texas,2000,39,Rifle
13092,415170,6000,Texas,2000,44,Knife
13093,415172,6000,Texas,2000,31,Shotgun
13094,415178,6000,Texas,2000,38,Shotgun
13095,415179,6000,Texas,2000,70,Shotgun
13096,415180,6000,Texas,2000,21,Knife
13097,415184,6000,Texas,2000,32,Knife
13098,415186,6000,Texas,2000,34,Rifle
13099,415188,6000,Texas,2000,60,Blunt Object
13100,415189,5000,Texas,2000,49,Shotgun
13101,415190,5000,Texas,2000,2,Blunt Object
13102,415191,5000,Texas,2000,53,Knife
13103,415193,5000,Texas,2000,40,Blunt Object
13104,415197,5000,Texas,2000,65,Blunt Object
13105,415198,5000,Texas,2000,26,Shotgun
13106,415200,5000,Texas,2000,25,Blunt Object
13107,415201,5000,Texas,2000,29,Shotgun
13108,415202,5000,Texas,2000,48,Knife
13109,415203,6000,Texas,2000,73,Knife
13110,415204,5000,Texas,2000,37,Shotgun
13111,415205,6000,Texas,2000,20,Rifle
13112,415206,6000,Texas,2000,28,Rifle
13113,415210,6000,Texas,2000,17,Knife
13114,415211,6000,Texas,2000,19,Knife
13115,415212,6000,Texas,2000,34,Rifle
13116,415216,6000,Texas,2000,43,Knife
13117,415218,6000,Texas,2000,18,Shotgun
13118,415221,6000,Texas,2000,40,Knife
13119,415222,6000,Texas,2000,31,Rifle
13120,415224,6000,Texas,2000,57,Knife
13121,415225,6000,Texas,2000,43,Blunt Object
13122,415226,6000,Texas,2000,9,Shotgun
13123,415230,5000,Texas,2000,18,Knife
13124,415232,5000,Texas,2000,22,Knife
13125,415233,5000,Texas,2000,44,Knife
13126,415234,5000,Texas,2000,59,Knife
13127,415237,5000,Texas,2000,29,Knife
13128,415245,6000,Texas,2000,32,Blunt Object
13129,415250,5000,Texas,2000,33,Knife
13130,415251,5000,Texas,2000,29,Blunt Object
13131,415252,5000,Texas,2000,32,Shotgun
13132,415253,5000,Texas,2000,40,Shotgun
13133,415254,5000,Texas,2000,1,Blunt Object
13134,415256,5000,Texas,2000,19,Knife
13135,415258,5000,Texas,2000,0,Blunt Object
13136,415260,5000,Texas,2000,22,Knife
13137,415269,5000,Texas,2000,1,Blunt Object
13138,415270,5000,Texas,2000,48,Blunt Object
13139,415271,6000,Texas,2000,63,Rifle
13140,415277,5000,Texas,2000,22,Shotgun
13141,415280,5000,Texas,2000,1,Blunt Object
13142,415281,6000,Texas,2000,40,Shotgun
13143,415282,5000,Texas,2000,26,Knife
13144,415283,6000,Texas,2000,30,Knife
13145,415285,5000,Texas,2000,52,Blunt Object
13146,415290,6000,Texas,2000,38,Knife
13147,415291,5000,Texas,2000,0,Blunt Object
13148,415295,5000,Texas,2000,64,Blunt Object
13149,415298,5000,Texas,2000,38,Blunt Object
13150,415300,5000,Texas,2000,44,Blunt Object
13151,415303,5000,Texas,2000,19,Blunt Object
13152,415304,5000,Texas,2000,52,Knife
13153,415305,5000,Texas,2000,42,Shotgun
13154,415310,5000,Texas,2000,30,Knife
13155,415311,5000,Texas,2000,29,Knife
13156,415312,5000,Texas,2000,31,Knife
13157,415317,5000,Texas,2000,55,Blunt Object
13158,415325,6000,Texas,2000,42,Knife
13159,415327,6000,Texas,2000,49,Rifle
13160,415328,6000,Texas,2000,66,Blunt Object
13161,415331,5000,Texas,2000,38,Blunt Object
13162,415332,5000,Texas,2000,38,Blunt Object
13163,415334,5000,Texas,2000,36,Blunt Object
13164,415336,6000,Texas,2000,14,Rifle
13165,415337,5000,Texas,2000,30,Knife
13166,415339,6000,Texas,2000,34,Knife
13167,415340,6000,Texas,2000,1,Blunt Object
13168,415342,5000,Texas,2000,0,Blunt Object
13169,415343,5000,Texas,2000,29,Knife
13170,415344,5000,Texas,2000,37,Knife
13171,415346,5000,Texas,2000,34,Shotgun
13172,415350,6000,Texas,2000,45,Knife
13173,415351,6000,Texas,2000,18,Rifle
13174,415352,6000,Texas,2000,41,Blunt Object
13175,415353,6000,Texas,2000,51,Knife
13176,415355,6000,Texas,2000,40,Shotgun
13177,415357,5000,Texas,2000,18,Blunt Object
13178,415359,6000,Texas,2000,95,Shotgun
13179,415360,6000,Texas,2000,72,Shotgun
13180,415361,5000,Texas,2000,71,Blunt Object
13181,415362,5000,Texas,2000,31,Knife
13182,415363,6000,Texas,2000,24,Knife
13183,415364,6000,Texas,2000,65,Knife
13184,415365,5000,Texas,2000,18,Rifle
13185,415368,5000,Texas,2000,45,Blunt Object
13186,415369,5000,Texas,2000,17,Rifle
13187,415372,5000,Texas,2000,15,Rifle
13188,415374,5000,Texas,2000,30,Knife
13189,415375,5000,Texas,2000,17,Knife
13190,415376,5000,Texas,2000,31,Knife
13191,415377,5000,Texas,2000,25,Knife
13192,415380,5000,Texas,2000,24,Blunt Object
13193,415385,5000,Texas,2000,45,Knife
13194,415387,6000,Texas,2000,40,Knife
13195,415388,5000,Texas,2000,42,Knife
13196,415389,5000,Texas,2000,75,Blunt Object
13197,415395,6000,Texas,2000,40,Rifle
13198,415396,5000,Texas,2000,30,Knife
13199,415401,5000,Texas,2000,20,Knife
13200,415404,5000,Texas,2000,26,Knife
13201,415406,5000,Texas,2000,33,Blunt Object
13202,415407,5000,Texas,2000,0,Blunt Object
13203,415409,5000,Texas,2000,0,Blunt Object
13204,415413,6000,Texas,2000,46,Shotgun
13205,415414,6000,Texas,2000,35,Shotgun
13206,415415,6000,Texas,2000,47,Shotgun
13207,415418,6000,Texas,2000,18,Rifle
13208,415421,6000,Texas,2000,25,Shotgun
13209,415423,6000,Texas,2000,62,Blunt Object
13210,415424,6000,Texas,2000,3,Shotgun
13211,415426,5000,Texas,2000,33,Shotgun
13212,415430,5000,Texas,2000,74,Knife
13213,415432,5000,Texas,2000,79,Knife
13214,415433,5000,Texas,2000,29,Shotgun
13215,415438,5000,Texas,2000,27,Knife
13216,415439,6000,Texas,2000,21,Knife
13217,415441,6000,Texas,2000,44,Knife
13218,415442,5000,Texas,2000,20,Knife
13219,415444,5000,Texas,2000,28,Knife
13220,415452,5000,Texas,2000,16,Knife
13221,415453,5000,Texas,2000,48,Shotgun
13222,415455,5000,Texas,2000,34,Knife
13223,415456,5000,Texas,2000,42,Rifle
13224,415458,5000,Texas,2000,49,Blunt Object
13225,415460,5000,Texas,2000,26,Rifle
13226,415466,5000,Texas,2000,40,Blunt Object
13227,415468,5000,Texas,2000,62,Knife
13228,415472,5000,Texas,2000,24,Knife
13229,415485,5000,Texas,2000,29,Rifle
13230,415488,5000,Texas,2000,1,Blunt Object
13231,415491,5000,Texas,2000,71,Blunt Object
13232,415493,5000,Texas,2000,76,Blunt Object
13233,415494,5000,Texas,2000,46,Blunt Object
13234,415495,5000,Texas,2000,22,Knife
13235,415496,5000,Texas,2000,40,Rifle
13236,415500,5000,Texas,2000,24,Blunt Object
13237,415501,5000,Texas,2000,1,Blunt Object
13238,415503,5000,Texas,2000,27,Shotgun
13239,415504,5000,Texas,2000,50,Shotgun
13240,415505,5000,Texas,2000,44,Knife
13241,415506,5000,Texas,2000,29,Rifle
13242,415509,5000,Texas,2000,45,Blunt Object
13243,415510,5000,Texas,2000,23,Rifle
13244,415513,5000,Texas,2000,63,Knife
13245,415517,5000,Texas,2000,18,Blunt Object
13246,415519,5000,Texas,2000,1,Blunt Object
13247,415520,5000,Texas,2000,17,Shotgun
13248,415521,5000,Texas,2000,32,Blunt Object
13249,415522,5000,Texas,2000,27,Shotgun
13250,415523,5000,Texas,2000,49,Knife
13251,415524,5000,Texas,2000,2,Blunt Object
13252,415525,5000,Texas,2000,33,Knife
13253,415526,5000,Texas,2000,42,Knife
13254,415527,5000,Texas,2000,42,Knife
13255,415528,5000,Texas,2000,52,Knife
13256,415529,5000,Texas,2000,39,Rifle
13257,415533,6000,Texas,2000,38,Rifle
13258,415534,6000,Texas,2000,27,Shotgun
13259,415535,5000,Texas,2000,48,Knife
13260,415537,6000,Texas,2000,30,Knife
13261,415538,6000,Texas,2000,36,Blunt Object
13262,415540,5000,Texas,2000,44,Knife
13263,415541,5000,Texas,2000,20,Knife
13264,415543,5000,Texas,2000,39,Knife
13265,415545,5000,Texas,2000,48,Knife
13266,415550,5000,Texas,2000,0,Blunt Object
13267,415551,5000,Texas,2000,26,Blunt Object
13268,415553,5000,Texas,2000,43,Knife
13269,415554,5000,Texas,2000,1,Blunt Object
13270,415555,5000,Texas,2000,38,Knife
13271,415560,5000,Texas,2000,40,Knife
13272,415562,5000,Texas,2000,32,Knife
13273,415563,5000,Texas,2000,34,Blunt Object
13274,415571,5000,Texas,2000,9,Knife
13275,415573,6000,Texas,2000,26,Knife
13276,415578,5000,Texas,2000,43,Knife
13277,415581,5000,Texas,2000,26,Knife
13278,415583,6000,Texas,2000,43,Shotgun
13279,415584,5000,Texas,2000,38,Knife
13280,415585,5000,Texas,2000,80,Knife
13281,415586,5000,Texas,2000,54,Blunt Object
13282,415588,6000,Texas,2000,48,Knife
13283,415589,6000,Texas,2000,23,Knife
13284,415591,6000,Texas,2000,20,Rifle
13285,415593,5000,Texas,2000,29,Knife
13286,415599,5000,Texas,2000,47,Blunt Object
13287,415604,6000,Texas,2000,23,Rifle
13288,415612,5000,Texas,2000,45,Blunt Object
13289,415613,5000,Texas,2000,22,Blunt Object
13290,415616,6000,Texas,2000,27,Rifle
13291,415617,6000,Texas,2000,99,Knife
13292,415618,6000,Texas,2000,27,Shotgun
13293,415619,6000,Texas,2000,27,Shotgun
13294,415620,6000,Texas,2000,40,Shotgun
13295,415621,6000,Texas,2000,37,Shotgun
13296,415623,5000,Texas,2000,3,Blunt Object
13297,415624,6000,Texas,2000,28,Knife
13298,415626,5000,Texas,2000,6,Knife
13299,415629,5000,Texas,2000,77,Knife
13300,415638,5000,Texas,2000,2,Blunt Object
13301,415640,5000,Texas,2000,34,Blunt Object
13302,415641,5000,Texas,2000,44,Knife
13303,415646,5000,Texas,2000,32,Knife
13304,415648,5000,Texas,2000,28,Knife
13305,415649,5000,Texas,2000,19,Shotgun
13306,415657,5000,Texas,2000,19,Blunt Object
13307,415664,5000,Texas,2000,1,Blunt Object
