,Outlier,Max,Ctx,Max_Ctx
58,254386,15024,[0. 1. 1. 1. 1. 0. 1. 0. 0. 0. 1. 0.],0
347,259728,6334,[0. 0. 1. 1. 0. 1. 0. 0. 1. 0. 1. 1.],0
297,254721,27984,[0. 1. 0. 0. 1. 1. 1. 0. 1. 1. 1. 0.],0
175,259728,6334,[0. 0. 1. 0. 0. 1. 1. 1. 1. 0. 0. 1.],0
226,262613,6334,[0. 1. 1. 1. 1. 0. 0. 1. 1. 0. 0. 0.],0
86,262613,6334,[1. 1. 1. 1. 0. 0. 0. 1. 1. 0. 0. 1.],0
379,254721,27984,[0. 1. 0. 0. 1. 1. 0. 0. 1. 1. 1. 0.],0
408,254150,17718,[1. 0. 0. 1. 1. 0. 1. 1. 1. 1. 0. 1.],0
291,261166,1674,[0. 1. 0. 1. 1. 0. 1. 0. 0. 0. 1. 1.],0
364,254721,27984,[0. 1. 0. 0. 1. 1. 0. 0. 0. 1. 1. 0.],0
48,258670,27984,[1. 0. 1. 1. 0. 1. 0. 1. 1. 1. 1. 1.],0
387,254150,17718,[1. 1. 1. 1. 1. 0. 0. 0. 0. 1. 1. 0.],0
181,254650,8158,[1. 0. 0. 0. 1. 0. 1. 0. 0. 1. 1. 0.],0
127,262655,17718,[1. 1. 1. 0. 0. 0. 0. 1. 1. 1. 1. 1.],0
150,258670,27984,[1. 0. 0. 1. 0. 1. 1. 1. 0. 1. 1. 1.],0
92,254150,17718,[0. 1. 1. 1. 1. 0. 1. 1. 0. 1. 1. 0.],0
184,254564,19898,[0. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 0.],0
259,478431,11142,[0. 0. 1. 0. 1. 1. 1. 1. 0. 0. 1. 0.],0
383,261016,14389,[1. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1.],0
102,260996,16786,[1. 0. 1. 1. 0. 0. 1. 1. 1. 1. 1. 1.],0
180,254721,27984,[0. 1. 0. 0. 1. 0. 0. 1. 1. 1. 0. 1.],0
46,257450,27984,[0. 1. 1. 1. 0. 1. 1. 0. 1. 1. 1. 1.],0
133,478431,11142,[0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 1.],0
97,254150,17718,[0. 1. 1. 1. 1. 0. 0. 0. 0. 1. 0. 1.],0
325,257450,27984,[0. 1. 0. 0. 0. 1. 1. 1. 0. 1. 0. 1.],0
497,254235,16884,[1. 1. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1.],0
218,257450,27984,[0. 1. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0.],0
410,257511,16205,[1. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0.],0
83,257511,16205,[1. 0. 0. 1. 0. 1. 1. 1. 1. 1. 0. 1.],0
306,259842,4208,[1. 0. 1. 0. 0. 1. 1. 0. 0. 0. 1. 0.],0
482,257450,27984,[0. 1. 0. 0. 0. 1. 1. 1. 0. 1. 0. 1.],0
240,262613,6334,[1. 0. 1. 1. 1. 0. 1. 1. 1. 0. 0. 0.],0
289,259842,4208,[1. 0. 1. 1. 0. 1. 0. 0. 0. 0. 1. 1.],0
296,254235,16884,[1. 1. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1.],0
166,262613,6334,[1. 1. 1. 0. 0. 0. 0. 1. 1. 0. 1. 1.],0
69,254165,17910,[1. 0. 0. 1. 1. 1. 1. 1. 1. 1. 1. 0.],0
267,254165,17910,[1. 0. 1. 1. 1. 0. 1. 1. 1. 1. 0. 1.],0
32,254721,27984,[0. 1. 0. 0. 1. 1. 0. 0. 1. 1. 1. 0.],0
118,254721,27984,[0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0.],0
400,260981,16130,[0. 1. 1. 1. 0. 0. 1. 1. 1. 1. 1. 1.],0
409,254386,15024,[1. 1. 1. 1. 1. 1. 0. 1. 1. 0. 1. 0.],0
153,257450,27984,[1. 1. 1. 1. 0. 1. 1. 1. 0. 1. 1. 1.],0
185,259847,4364,[0. 1. 0. 1. 1. 1. 1. 0. 0. 0. 1. 1.],0
353,254150,17718,[0. 1. 0. 1. 1. 1. 0. 1. 0. 1. 0. 1.],0
236,257450,27984,[0. 1. 1. 0. 0. 1. 1. 0. 0. 1. 1. 0.],0
396,261205,13319,[0. 1. 0. 0. 0. 0. 1. 1. 0. 1. 0. 1.],0
157,261000,4415,[0. 0. 1. 1. 0. 0. 1. 1. 0. 1. 0. 1.],0
424,254235,16884,[1. 0. 1. 0. 1. 0. 0. 1. 1. 1. 1. 0.],0
386,257450,27984,[1. 1. 0. 1. 0. 1. 1. 1. 1. 1. 1. 1.],0
13,254150,17718,[1. 1. 0. 1. 1. 0. 1. 1. 0. 1. 0. 1.],0
261,254150,17718,[1. 1. 1. 1. 1. 0. 1. 0. 1. 1. 0. 1.],0
262,254150,17718,[0. 1. 1. 1. 1. 1. 1. 0. 0. 1. 1. 1.],0
349,257450,27984,[0. 1. 1. 1. 0. 1. 1. 1. 0. 1. 0. 0.],0
74,257511,16205,[1. 1. 0. 0. 0. 1. 1. 0. 0. 1. 0. 1.],0
149,257450,27984,[0. 1. 0. 1. 0. 1. 0. 1. 1. 1. 1. 1.],0
299,254235,16884,[1. 0. 1. 0. 1. 0. 0. 1. 1. 1. 1. 0.],0
148,254150,17718,[0. 1. 0. 1. 1. 1. 0. 1. 1. 1. 0. 1.],0
266,257511,16205,[1. 1. 0. 0. 0. 1. 1. 0. 0. 1. 1. 1.],0
93,257450,27984,[1. 1. 0. 1. 0. 1. 1. 1. 0. 1. 1. 1.],0
392,254150,17718,[0. 1. 0. 1. 1. 0. 1. 1. 1. 1. 1. 1.],0
227,257450,27984,[1. 1. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1.],0
399,257450,27984,[1. 1. 0. 1. 0. 1. 0. 1. 1. 1. 0. 1.],0
404,257450,27984,[1. 1. 1. 0. 0. 1. 1. 1. 1. 1. 1. 1.],0
391,254150,17718,[1. 1. 1. 1. 1. 0. 0. 1. 0. 1. 0. 0.],0
310,254150,17718,[1. 0. 0. 1. 1. 1. 1. 1. 0. 1. 1. 1.],0
464,257450,27984,[1. 1. 1. 1. 0. 1. 1. 1. 0. 1. 0. 1.],0
402,257450,27984,[1. 1. 1. 1. 0. 1. 1. 1. 0. 1. 0. 0.],0
